Gene.Model.ID	Gene.Symbol	Full.Name	Source	Chromosome	Start	End
GRMZM2G301860	ereb122	AP2-EREBP-transcription factor 122	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr9	"16,258,284"	"16,259,458"
GRMZM2G301884	GRMZM2G301884			Chr6	"9,493,133"	"9,497,913"
GRMZM2G302245	rcc1	regulator of chromosome condensation1	"Zheng et al., 2016"	Chr3	"179,842,136"	"179,848,015"
GRMZM2G302259	sudh2	succinate dehydrogenase2	from: BT037104 (chr 4 hit)	Chr4	"37,053,697"	"37,057,117"
GRMZM2G302323	farl6	FAR1-like-transcription factor 6	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr4	"30,795,954"	"30,799,228"
GRMZM2G302549	myb160	MYB-transcription factor 160	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr5	"4,156,159"	"4,161,139"
GRMZM2G302559	rte5	rotten ear5		Chr3	"183,092,037"	"183,096,804"
GRMZM2G302639	agrr21			Chr8	"172,961,620"	"172,964,067"
GRMZM2G302778	hagtf32	GNAT-transcription factor 32	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr7	"27,695,451"	"27,697,345"
GRMZM2G303118	AY106040			Chr2	"14,837,139"	"14,848,360"
GRMZM2G303463	bhlh59	bHLH-transcription factor 59	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr2	"227,935,074"	"227,939,134"
GRMZM2G303465	ca3p1	CCAAT-HAP3-transcription factor 31	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"182,472,591"	"182,474,866"
GRMZM2G303631	AY109995			Chr5	"39,001,284"	"39,018,329"
GRMZM2G303661	atm1	ataxia-telangiectasia mutated1		Chr3	"30,541,433"	"30,545,499"
GRMZM2G303707	ckx9	cytokinin oxidase9	based on AC194337.2-contig42 per Vyroubalova	Chr9	"81,495,589"	"81,497,784"
GRMZM2G304274	trps6	trehalose-6-phosphate synthase6	"Zhou et al., 2013"	Chr3	"197,959,792"	"197,974,963"
GRMZM2G304378	hyp1	hybrid proline-rich protein1	Classical Gene	Chr9	"15,981,191"	"15,983,094"
GRMZM2G304548	hfi1	corn-activated Hageman factor inhibitor1		Chr2	"160,784,375"	"160,785,866"
GRMZM2G304573	wrky84	WRKY-transcription factor 84	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr8	"139,485,939"	"139,486,968"
GRMZM2G304712	GRMZM2G304712			Chr4	"235,105,068"	"235,107,110"
GRMZM2G304840	mybr108	MYB-related-transcription factor 108	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr8	"149,181,160"	"149,185,462"
GRMZM2G305007	BE640649			Chr2	"6,475,023"	"6,484,098"
GRMZM2G305046	his2a1	histone2A1	Classical Gene	Chr9	"139,441,605"	"139,442,697"
GRMZM2G305066	mkkk18	MAP kinase kinase kinase18	from Kong et al 2013	Chr8	"152,510,200"	"152,511,639"
GRMZM2G305124	sdg129	set domain gene129		Chr5	"71,873,816"	"71,875,082"
GRMZM2G305196	sumo2	small ubiquitin-related modifier2	"Augustine et al, 2016"	Chr7	"159,960,915"	"159,961,570"
GRMZM2G305211	tpi1	triose phosphate isomerase1	from: L00371 (chr 7 hit)	Chr7	"159,951,153"	"159,960,399"
GRMZM2G305216	AY110625			Chr5	"136,352,397"	"136,355,829"
GRMZM2G305446	tip3a	tonoplast intrinsic protein3	from: AY104541	Chr5	"25,531,005"	"25,532,346"
GRMZM2G305582	c3h31	C3H-transcription factor 331	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr10	"77,459,194"	"77,463,222"
GRMZM2G305822	pza01791			Chr9	"82,022,416"	"82,025,519"
GRMZM2G305856	myb21	MYB-transcription factor 21	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr6	"34,889,113"	"34,891,065"
GRMZM2G306104	ptac18	plastid transcriptionally active18		Chr1	"106,505,916"	"106,506,716"
GRMZM2G306105	AY112073			Chr10	"83,469,813"	"83,470,903"
GRMZM2G306258	his2b4	histone 2B4	Entrez Gene	Chr3	"181,560,116"	"181,560,956"
GRMZM2G306345	pdk1	"pyruvate, orthophosphate dikinase1"	aligns to genbank accession S46966 (M Schaeffer 2012)	Chr6	"146,179,404"	"146,189,965"
GRMZM2G306357	c3h2	C3H-transcription factor 32	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"219,556,286"	"219,569,553"
GRMZM2G306610	mads46	MADS-transcription factor 46	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr8	"40,959,292"	"40,960,647"
GRMZM2G306734	umc1899			Chr4	"185,508,572"	"185,510,149"
GRMZM2G306771	msp2	multiple sporocyte2		Chr5	"123,289,050"	"123,293,128"
GRMZM2G306945	sudh11	succinate dehydrogenase11		Chr1	"64,881,015"	"64,884,264"
GRMZM2G307119	bd1	branched silkless1	Classical Gene	Chr7	"172,248,843"	"172,250,339"
GRMZM2G307119	bd1	branched silkless1	"from B73_v2 alignment to cDNA AY178191|27802486 (July 2011); assigned by the Grassius project to ereb151, (Yilmaz et al 2009)"	Chr7	"172,248,843"	"172,250,339"
GRMZM2G307152	ereb63	AP2-EREBP-transcription factor 63	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"170,466,981"	"170,467,714"
GRMZM2G307241	bzr3	BZR-transcription factor 3	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr4	"229,089,140"	"229,092,844"
GRMZM2G307397	hb43	Homeobox-transcription factor 43	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr5	"54,944,892"	"54,945,953"
GRMZM2G307400	hb44	Homeobox-transcription factor 44	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr5	"54,947,382"	"54,948,335"
GRMZM2G307561	sut2	sucrose transporter2	from AY603492	Chr3	"94,809,651"	"94,815,766"
GRMZM2G307588	tsh4	tassel sheath4	"based on sequence for spb6 (Clint Whipple, pers comm)"	Chr7	"133,202,776"	"133,206,423"
GRMZM2G307906	ms45	male sterile45	Classical Gene	Chr9	"141,198,898"	"141,203,399"
GRMZM2G308034	ms9	male sterile9	"from: sequence in Albertsen et al., 2016"	Chr1	"45,942,719"	"45,945,140"
GRMZM2G308203	mmp90			Chr5	"181,638,281"	"181,643,039"
GRMZM2G308615	prh6	protein phosphatase homolog6	"Xiang, YL et al. 2016"	Chr7	"89,059,718"	"89,061,311"
GRMZM2G308687	gst5	glutathione transferase5		Chr1	"285,410,265"	"285,411,865"
GRMZM2G308860	mmp192			Chr4	"1,256,813"	"1,261,230"
GRMZM2G309025	pk3	S-domain class receptor-like kinase3		Chr7	"156,513,100"	"156,515,973"
GRMZM2G309109	mre11b	meiotic recombination protein 11 homolog B	from Cell Genomics Project (Oct 2013)	Chr4	"29,935,686"	"29,941,454"
GRMZM2G309731	ereb119	AP2-EREBP-transcription factor 119	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"195,911,073"	"195,911,583"
GRMZM2G309897	umc2033			Chr3	"21,570,405"	"21,573,022"
GRMZM2G310115	cyc4	cyclin4	from: Entrez Gene 100274285	Chr8	"170,942,614"	"170,961,820"
GRMZM2G310115	cyc7	cyclin7	Classical Gene	Chr8	"170,942,614"	"170,961,820"
GRMZM2G310368	ereb147	AP2-EREBP-transcription factor 147	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"188,728,319"	"188,729,366"
GRMZM2G310431	hsp1	heat shock protein1	Classical Gene	Chr8	"168,506,539"	"168,509,902"
GRMZM2G311036	bx10	benzoxazinone synthesis10	from Meihls et al	Chr1	"66,310,637"	"66,312,743"
GRMZM2G311059	myb68	MYB-transcription factor 68	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr10	"139,262,188"	"139,263,199"
GRMZM2G311220	cdpk27	calcium dependent protein kinase27		Chr8	"169,208,531"	"169,215,492"
GRMZM2G311316	ca5p5	CCAAT-HAP5-transcription factor 55	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr10	"57,549,401"	"57,552,804"
GRMZM2G311656	platz2	PLATZ-transcription factor 2	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"69,256,093"	"69,257,978"
GRMZM2G311665	c3h20	C3H-transcription factor 320	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr7	"173,486,547"	"173,490,629"
GRMZM2G311756	aga6	alkaline galactosidase5		Chr2	"37,696,272"	"37,700,594"
GRMZM2G311883	cdo98a			Chr5	"28,954,308"	"28,961,092"
GRMZM2G311919	chi5	chalcone flavanone isomerase5		Chr5	"143,222,807"	"143,237,989"
GRMZM2G312201	nactf70	NAC-transcription factor 70	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"186,256,882"	"186,265,853"
GRMZM2G312419	myb60	MYB-transcription factor 60	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr8	"2,761,493"	"2,763,284"
GRMZM2G312438	pld15	phospholipase D15		Chr1	"4,034,105"	"4,039,749"
GRMZM2G312481	nas8	nicotianamine synthase8	from Zhou et al 2013	Chr9	"135,973,757"	"135,974,988"
GRMZM2G312521	trps10	trehalose-6-phosphate synthase10	"Zhou et al., 2013"	Chr4	"174,991,784"	"174,996,304"
GRMZM2G312806	mterf13	mTERF-domain protein13	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr4	"125,520,897"	"125,522,276"
GRMZM2G312827	cbp4	calmodulin binding protein4		Chr5	"150,531,872"	"150,549,339"
GRMZM2G313078	gras62	GRAS-transcription factor 62	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr6	"156,946,311"	"156,947,989"
GRMZM2G313162	pzb01358			Chr9	"111,007,594"	"111,013,702"
GRMZM2G313481	phm662			Chr5	"1,045,283"	"1,050,017"
GRMZM2G313481	pza00818			Chr5	"1,045,283"	"1,050,017"
GRMZM2G313678	AY110625			Chr5	"1,033,436"	"1,038,047"
GRMZM2G313737	abi20	ABI3-VP1-transcription factor 20	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr8	"155,378,968"	"155,387,313"
GRMZM2G313756	bhlh100	bHLH-transcription factor 100	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr10	"108,376,074"	"108,377,174"
GRMZM2G314064	hb130	Homeobox-transcription factor 130	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"52,343,963"	"52,347,384"
GRMZM2G314075	aasr8	abscisic acid stress ripening8	from Virlouvet et al 2011	Chr3	"65,665,421"	"65,666,059"
GRMZM2G314145	zim25	ZIM-transcription factor 25	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr6	"107,168,442"	"107,169,441"
GRMZM2G314292	pza00131			Chr1	"203,986,419"	"203,987,178"
GRMZM2G314396	cdpk5	calcium dependent protein kinase5		Chr2	"14,545,463"	"14,553,791"
GRMZM2G314546	hox3	homeobox3	"from: AY109382 & assigned by the Grassius project, (Yilmaz et al 2009) to hb32"	Chr3	"197,462,441"	"197,475,910"
GRMZM2G314660	thx18	Trihelix-transcription factor 18	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"3,070,619"	"3,075,128"
GRMZM2G314661	ddt6	DDT-transcription factor 6	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr10	"4,874,772"	"4,883,107"
GRMZM2G314769	AY109764			Chr9	"122,457,299"	"122,458,686"
GRMZM2G314882	bhlh128	bHLH-transcription factor 128	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr4	"240,582,530"	"240,585,487"
GRMZM2G315140	nactf10	NAC-transcription factor 10	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr5	"189,452,831"	"189,457,211"
GRMZM2G315375	br2	brachytic2	by AY366085 sequence	Chr1	"202,334,824"	"202,342,008"
GRMZM2G315431	GRMZM2G315431			Chr7	"103,904,514"	"103,907,063"
GRMZM2G315506	glk22	G2-like-transcription factor 22	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr4	"31,335,510"	"31,339,291"
GRMZM2G315515	c3h8	C3H-transcription factor 38	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr4	"31,410,265"	"31,411,096"
GRMZM2G315601	esr2	embryo surrounding region2		Chr1	"14,256,833"	"14,257,545"
GRMZM2G315806	rplp1	ribosomal large subunit pseudouridine synthase B 	Missannotation: A putative gene missannotation (split gene) has been identified for this gene model using Compara homology predictions.	Chr1	"11,687,866"	"11,691,260"
GRMZM2G316113	rbap1	WD-repeat protein RBAP1	chr 8 gene model better sequence match (M Schaeffer Dec 2012)	Chr8	"153,994,750"	"154,008,418"
GRMZM2G316113	rbap1	WD-repeat protein RBAP1	Classical Gene	Chr8	"153,994,750"	"154,008,418"
GRMZM2G316191	phd26	PHD-transcription factor 26	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr7	"150,195,961"	"150,215,431"
GRMZM2G316256	apx4	ascorbate peroxidase4	"Xu et al., 2017"	Chr7	"15,085,776"	"15,086,381"
GRMZM2G316362	sacd9	stearoyl-acyl-carrier-protein desaturase9	"Han et al., 2016"	Chr8	"164,731,500"	"164,733,879"
GRMZM2G316366	mads19	MADS-transcription factor 19	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr5	"177,268,178"	"177,269,968"
GRMZM2G316758	bhlh12	bHLH-transcription factor 12	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr4	"174,031,590"	"174,034,049"
GRMZM2G316840	nactf76	NAC-transcription factor 76	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr2	"49,451,938"	"49,453,443"
GRMZM2G316967	tpl1	topless-related1	"Li et al., 2016"	Chr3	"35,794,787"	"35,804,261"
GRMZM2G317160	ereb26	AP2-EREBP-transcription factor 26	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"51,014,131"	"51,020,257"
GRMZM2G317270	mmp178			Chr4	"198,553,396"	"198,556,876"
GRMZM2G317287	gras86	GRAS-transcription factor 86	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr10	"1,886,674"	"1,888,997"
GRMZM2G317406	mgs1	male-gametophyte specific1	Classical Gene	Chr10	"111,861,870"	"111,862,808"
GRMZM2G317450	bhlh156	bHLH-transcription factor 156	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr5	"204,572,094"	"204,577,083"
GRMZM2G317584	eil1	ethylene insensitive-like1		Chr9	"133,469,222"	"133,473,010"
GRMZM2G317596	ereb165	AP2-EREBP-transcription factor 165	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr6	"164,875,430"	"164,876,438"
GRMZM2G317696	copt3	copper transporter3		Chr4	"205,455,167"	"205,455,679"
GRMZM2G317900	arftf35	ARF-transcription factor 35	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr5	"57,456,264"	"57,463,575"
GRMZM2G318412	hb93	Homeobox-transcription factor 93	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr2	"227,700,670"	"227,702,965"
GRMZM2G318475	csu1132			Chr1	"198,252,759"	"198,255,980"
GRMZM2G318780	sus2	sucrose synthase2	from AY124703	Chr1	"56,787,028"	"56,794,227"
GRMZM2G319104	sin1	sin homolog1		Chr6	"46,506,476"	"46,518,999"
GRMZM2G319187	crr4	cytokinin response regulator4		Chr8	"157,499,048"	"157,505,111"
GRMZM2G319215	mab30	math-btb30	"Juranic et al., 2012"	Chr1	"252,199,381"	"252,201,244"
GRMZM2G319875	umc1180		see comment	Chr4	"239,338,677"	"239,339,463"
GRMZM2G320013	nch2	NMCP/CRWN-Homologous2		Chr3	"194,070,044"	"194,076,117"
GRMZM2G320099	pyrd1	pyrimidine deaminase1	from Husnain et al 2013	Chr1	"3,704,159"	"3,706,769"
GRMZM2G320175	pgl2	polygalacturonase2	Classical Gene	Chr6	"99,582,016"	"99,584,295"
GRMZM2G320307	prr1	putidaredoxin reductase homolog1		Chr5	"201,317,849"	"201,326,036"
GRMZM2G320325	gpm405			Chr1	"55,071,447"	"55,076,253"
GRMZM2G320373	ltp1	lipid transfer protein1	"Forestan et al., 2016"	Chr6	"162,859,289"	"162,860,116"
GRMZM2G320497	rz476a			Chr4	"230,622,369"	"230,626,030"
GRMZM2G320506	cdpk10	calcium-dependent protein kinase 10	from: AJ007366	Chr5	"4,670,693"	"4,674,066"
GRMZM2G320549	mads54	MADS-transcription factor 54	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"19,792,210"	"19,807,087"
GRMZM2G320606	nfc103b	nucleosome/chromatin assembly factor C	"based on genetic map position, and alignment to sequence AF440219"	Chr5	"17,928,839"	"17,933,771"
GRMZM2G320689	krp4	kinesin-related protein4		Chr1	"204,903,790"	"204,910,966"
GRMZM2G320754	abi5	ABI3-VP1-transcription factor 5	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr5	"18,103,497"	"18,105,325"
GRMZM2G321239	cdpk4	calcium dependent protein kinase4	from sequence D87042 alignment to B73_V2	Chr10	"134,942,355"	"134,946,973"
GRMZM2G321404	phi435417			Chr2	"211,116,188"	"211,120,201"
GRMZM2G321725	IDP1465			Chr9	"147,172,658"	"147,176,871"
GRMZM2G321753	dek1	defective kernel1	Classical Gene	Chr1	"47,296,057"	"47,325,628"
GRMZM2G321778	tdy1	tie-dyed1	Classical Gene	Chr6	"166,836,363"	"166,837,893"
GRMZM2G321778	tdy1	tie-dyed1	from B73_v2 alignment to genomic sequence FJ376984	Chr6	"166,836,363"	"166,837,893"
GRMZM2G321810	jmj18	JUMONJI-transcription factor 18	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"165,491,789"	"165,497,935"
GRMZM2G322090	cpp5	CPP-transcription factor 5	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"171,296,402"	"171,301,898"
GRMZM2G322186	cef1	Zea CEFD homolog1	From Entrez Gene 100284775	Chr3	"49,620,840"	"49,626,586"
GRMZM2G322490	myb96	MYB-transcription factor 96	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr8	"40,556,783"	"40,558,240"
GRMZM2G322672	ereb37	AP2-EREBP-transcription factor 37	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr5	"81,797,663"	"81,800,162"
GRMZM2G322728	AY111125			Chr3	"190,513,186"	"190,518,813"
GRMZM2G322846	trrap1	transformation/transcription domain-associated protein1  		Chr7	"170,154,776"	"170,155,361"
GRMZM2G323024	chlh1	Mg chelatase subunit H 1		Chr10	"147,389,924"	"147,396,098"
GRMZM2G323172	ereb9	AP2-EREBP-transcription factor 9	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr6	"124,705,032"	"124,709,397"
GRMZM2G323418	mgs3	male gametophyte specific3	from: BT055324	Chr9	"20,163,896"	"20,165,966"
GRMZM2G323479	umc1078			Chr9	"128,727,619"	"128,783,955"
GRMZM2G323553	platz10	PLATZ-transcription factor 10	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr5	"124,275,861"	"124,276,933"
GRMZM2G324131	gata8	C2C2-GATA-transcription factor 8	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr10	"9,535,048"	"9,537,066"
GRMZM2G324297	arodh4	arogenate dehydrogenase4		Chr9	"62,365,937"	"62,368,297"
GRMZM2G324540	pco093291			Chr5	"30,760,520"	"30,770,795"
GRMZM2G324767	umc1196a			Chr10	"143,142,000"	"143,142,817"
GRMZM2G324903	sweet2	sugars will eventually be exported transporter2	"Sosso et al., 2015"	Chr8	"58,837,906"	"58,840,227"
GRMZM2G324999	wrky25	WRKY-transcription factor 25	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"216,633,236"	"216,634,880"
GRMZM2G325019	otp51	organelle transcript processing51	"Belcher et al., 2015"	Chr5	"200,487,577"	"200,491,114"
GRMZM2G325131	ans1	anthranilate synthase homolog1	from EU965109	Chr2	"41,652,488"	"41,657,690"
GRMZM2G325350	mterf27	mTERF-domain protein27	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr8	"107,021,009"	"107,022,559"
GRMZM2G325575	fer1	ferritin1	Classical Gene	Chr4	"183,760,831"	"183,763,850"
GRMZM2G325612	cko5	cytokinin oxidase 5	from alignment of AQ844401 and GU160400	Chr8	"22,250,244"	"22,254,270"
GRMZM2G325653	mlo6	barley mlo defense gene homolog6		Chr5	"64,702,557"	"64,709,182"
GRMZM2G325762	phm4880			Chr2	"107,818,821"	"107,820,874"
GRMZM2G325850	tsh1	tassel sheath1	Classical Gene	Chr6	"166,277,494"	"166,278,842"
GRMZM2G325907	myb92	MYB-transcription factor 92	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr10	"81,840,592"	"81,843,874"
GRMZM2G326111	ppi1	peptidyl-prolyl isomerase1	from: BT042680	Chr5	"167,791,848"	"167,793,057"
GRMZM2G326707	pht1	phosphate transporter protein1	from: AY639019	Chr5	"31,900,810"	"31,903,008"
GRMZM2G326783	thx29	Trihelix-transcription factor 29	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr9	"134,290,370"	"134,296,361"
GRMZM2G327059	hb30	Homeobox-transcription factor 30	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"5,080,780"	"5,086,704"
GRMZM2G327189	dof4	C2C2-Dof-transcription factor 4	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"209,919,655"	"209,921,032"
GRMZM2G327189	IDP472		from: EU977091	Chr3	"209,919,655"	"209,921,032"
GRMZM2G327263	zim17	ZIM-transcription factor 17	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"231,290,310"	"231,303,400"
GRMZM2G327349	wrky99	WRKY-transcription factor 99	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"49,564,575"	"49,568,298"
GRMZM2G327595	umc2085			Chr2	"215,329,302"	"215,333,218"
GRMZM2G328168	umc2336			Chr9	"15,371,338"	"15,372,668"
GRMZM2G328197	ereb135	AP2-EREBP-transcription factor 135	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr6	"77,131,623"	"77,132,592"
GRMZM2G328438	zhd11	ZF-HD-transcription factor 11	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr8	"73,654,879"	"73,656,447"
GRMZM2G328742	abi40	ABI3-VP1-transcription factor 40	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr4	"189,990,840"	"189,992,872"
GRMZM2G328785	ptk1	protein kinase1	Classical Gene	Chr6	"133,823,627"	"133,826,469"
GRMZM2G328814	mybr94	MYB-related-transcription factor 94	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr5	"175,758,339"	"175,759,719"
GRMZM2G329181	GRMZM2G329181			Chr1	"286,049,789"	"286,052,959"
GRMZM2G329655	umc1395			Chr1	"164,572,134"	"164,574,375"
GRMZM2G329909	umc1919a			Chr1	"191,885,470"	"191,889,519"
GRMZM2G330159	ofp16	OVATE-transcription factor 16	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"184,369,059"	"184,370,437"
GRMZM2G330302	umi8	ustilago maydis induced8	from: AY679128.	Chr3	"213,469,252"	"213,473,397"
GRMZM2G330424	asg2			Chr10	"117,221,430"	"117,234,799"
GRMZM2G330430	ras1	ras related protein1	from Cell Genomics Project	Chr2	"40,054,092"	"40,056,877"
GRMZM2G330475	myb147	MYB-transcription factor 147	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr8	"129,632,727"	"129,634,070"
GRMZM2G330635	gst22	glutathione transferase22		Chr10	"96,774,298"	"96,775,703"
GRMZM2G330848	nced7	nine-cis-epoxycarotenoid dioxygenase7	"Owens et al., 2014"	Chr7	"175,907,236"	"175,908,949"
GRMZM2G330907	ltk2	leucine-rich transmembrane protein kinase2		Chr9	"150,263,840"	"150,275,563"
GRMZM2G332294	bzip62	bZIP-transcription factor 62	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"196,404,600"	"196,407,477"
